,Time,Heart
0,00:00:00,76
1,00:00:15,76
2,00:00:30,76
3,00:00:35,77
4,00:00:40,78
5,00:00:45,77
6,00:00:50,82
7,00:00:55,88
8,00:01:00,89
9,00:01:10,90
10,00:01:15,91
11,00:01:20,89
12,00:01:25,88
13,00:01:30,83
14,00:01:35,81
15,00:01:40,79
16,00:01:45,77
17,00:01:55,79
18,00:02:00,79
19,00:02:15,79
20,00:02:20,80
21,00:02:25,81
22,00:02:40,80
23,00:02:45,84
24,00:03:00,85
25,00:03:10,87
26,00:03:15,91
27,00:03:20,84
28,00:03:25,79
29,00:03:30,77
30,00:03:35,76
31,00:03:45,84
32,00:03:55,78
33,00:04:00,76
34,00:04:05,77
35,00:04:20,76
36,00:04:25,74
37,00:04:30,71
38,00:04:35,68
39,00:04:45,69
40,00:04:50,72
41,00:05:05,72
42,00:05:10,67
43,00:05:15,68
44,00:05:20,68
45,00:05:30,69
46,00:05:35,73
47,00:05:40,72
48,00:05:55,72
49,00:06:05,73
50,00:06:15,72
51,00:06:20,70
52,00:06:35,70
53,00:06:45,71
54,00:06:50,76
55,00:07:05,76
56,00:07:10,75
57,00:07:15,72
58,00:07:25,71
59,00:07:30,75
60,00:07:35,77
61,00:07:40,76
62,00:07:50,75
63,00:08:00,73
64,00:08:10,75
65,00:08:15,77
66,00:08:20,81
67,00:08:25,82
68,00:08:35,81
69,00:08:50,81
70,00:09:00,78
71,00:09:05,71
72,00:09:20,71
73,00:09:25,72
74,00:09:40,72
75,00:09:55,71
76,00:10:10,79
77,00:10:15,85
78,00:10:30,85
79,00:10:45,85
80,00:11:00,85
81,00:11:15,84
82,00:11:20,82
83,00:11:25,83
84,00:11:40,82
85,00:11:45,80
86,00:11:50,81
87,00:12:05,82
88,00:12:15,83
89,00:12:20,84
90,00:12:25,86
91,00:12:30,81
92,00:12:35,78
93,00:12:40,77
94,00:12:55,77
95,00:13:00,78
96,00:13:15,80
97,00:13:20,85
98,00:13:25,89
99,00:13:40,89
100,00:13:45,88
101,00:13:50,85
102,00:13:55,79
103,00:14:00,78
104,00:14:10,79
105,00:14:25,79
106,00:14:30,80
107,00:14:45,81
108,00:14:50,82
109,00:15:05,81
110,00:15:10,80
111,00:15:15,76
112,00:15:25,77
113,00:15:30,78
114,00:15:35,77
115,00:15:45,78
116,00:15:55,76
117,00:16:00,75
118,00:16:10,78
119,00:16:25,78
120,00:16:40,79
121,00:16:45,83
122,00:16:50,84
123,00:16:55,83
124,00:17:00,80
125,00:17:15,93
126,00:17:20,88
127,00:17:25,81
128,00:17:35,82
129,00:17:40,86
130,00:17:45,90
131,00:17:50,89
132,00:18:00,87
133,00:18:05,81
134,00:18:10,80
135,00:18:20,83
136,00:18:25,80
137,00:18:30,76
138,00:18:35,72
139,00:18:45,73
140,00:18:50,74
141,00:19:00,78
142,00:19:05,80
143,00:19:15,79
144,00:19:20,77
145,00:19:25,76
146,00:19:30,71
147,00:19:35,72
148,00:19:40,74
149,00:19:55,74
150,00:19:56,73
151,00:20:01,70
152,00:20:06,71
153,00:20:11,73
154,00:20:16,75
155,00:20:21,74
156,00:20:36,76
157,00:20:41,77
158,00:20:51,76
159,00:21:06,79
160,00:21:11,80
161,00:21:26,80
162,00:21:31,81
163,00:21:36,83
164,00:21:46,80
165,00:21:51,78
166,00:21:56,73
167,00:22:01,69
168,00:22:06,68
169,00:22:21,66
170,00:22:26,66
171,00:22:31,68
172,00:22:36,69
173,00:22:41,70
174,00:22:56,69
175,00:23:06,70
176,00:23:11,68
177,00:23:16,68
178,00:23:26,69
179,00:23:41,69
180,00:23:46,70
181,00:23:51,72
182,00:23:56,74
183,00:24:01,75
184,00:24:06,75
185,00:24:21,75
186,00:24:36,76
187,00:24:41,84
188,00:24:46,83
189,00:24:51,80
190,00:25:06,80
191,00:25:16,78
192,00:25:21,77
193,00:25:26,76
194,00:25:36,77
195,00:25:46,73
196,00:25:51,72
197,00:25:56,73
198,00:26:01,74
199,00:26:06,73
200,00:26:21,73
201,00:26:27,74
202,00:26:32,75
203,00:26:42,74
204,00:26:47,73
205,00:26:52,72
206,00:27:07,73
207,00:27:17,72
208,00:27:22,71
209,00:27:32,70
210,00:27:37,71
211,00:27:42,72
212,00:27:57,72
213,00:28:07,73
214,00:28:17,74
215,00:28:32,75
216,00:28:42,76
217,00:28:47,75
218,00:28:57,74
219,00:29:07,75
220,00:29:12,77
221,00:29:17,78
222,00:29:22,77
223,00:29:37,77
224,00:29:42,76
225,00:29:47,75
226,00:29:52,74
227,00:30:02,76
