,Time,Heart
0,00:00:08,77
1,00:00:18,78
2,00:00:33,78
3,00:00:43,77
4,00:00:48,73
5,00:00:53,71
6,00:01:08,71
7,00:01:23,71
8,00:01:28,71
9,00:01:33,70
10,00:01:38,68
11,00:01:48,68
12,00:02:03,68
13,00:02:18,67
14,00:02:23,64
15,00:02:33,63
16,00:02:38,62
17,00:02:43,60
18,00:02:48,59
19,00:02:53,59
20,00:02:58,58
21,00:03:03,57
22,00:03:13,57
23,00:03:28,57
24,00:03:38,59
25,00:03:48,60
26,00:03:58,59
27,00:04:03,59
28,00:04:08,59
29,00:04:13,58
30,00:04:18,58
31,00:04:23,56
32,00:04:32,56
33,00:04:37,57
34,00:04:42,58
35,00:04:47,59
36,00:05:02,60
37,00:05:17,62
38,00:05:22,65
39,00:05:27,67
40,00:05:32,69
41,00:05:37,70
42,00:05:42,71
43,00:05:47,72
44,00:05:52,71
45,00:05:57,72
46,00:06:02,73
47,00:06:07,70
48,00:06:12,68
49,00:06:27,68
50,00:06:32,69
51,00:06:37,67
52,00:06:42,66
53,00:06:52,65
54,00:07:02,64
55,00:07:12,63
56,00:07:22,62
57,00:07:27,63
58,00:07:32,64
59,00:07:38,63
60,00:07:43,61
61,00:07:48,60
62,00:07:53,59
63,00:07:58,60
64,00:08:03,59
65,00:08:13,61
66,00:08:18,62
67,00:08:23,63
68,00:08:28,64
69,00:08:33,63
70,00:08:43,63
71,00:08:48,63
72,00:08:58,65
73,00:09:03,66
74,00:09:08,67
75,00:09:18,65
76,00:09:23,65
77,00:09:28,65
78,00:09:38,64
79,00:09:48,65
80,00:09:53,64
81,00:09:58,66
82,00:10:08,64
83,00:10:13,65
84,00:10:28,65
85,00:10:43,65
86,00:10:48,64
87,00:10:53,63
88,00:11:08,63
89,00:11:13,64
90,00:11:18,64
91,00:11:23,62
92,00:11:28,61
93,00:11:33,62
94,00:11:43,61
95,00:11:48,60
96,00:11:58,61
97,00:12:03,62
98,00:12:18,63
99,00:12:23,62
100,00:12:28,61
101,00:12:33,60
102,00:12:48,62
103,00:12:53,64
104,00:13:08,66
105,00:13:13,68
106,00:13:18,69
107,00:13:23,68
108,00:13:28,92
109,00:13:36,104
110,00:13:41,102
111,00:13:46,101
112,00:13:51,98
113,00:13:56,95
114,00:14:01,94
115,00:14:06,93
116,00:14:16,92
117,00:14:31,92
118,00:14:36,91
119,00:14:41,90
120,00:14:51,90
121,00:14:56,89
122,00:15:01,86
123,00:15:16,85
124,00:15:26,84
125,00:15:31,83
126,00:15:46,84
127,00:15:56,85
128,00:16:11,86
129,00:16:21,84
130,00:16:31,83
131,00:16:46,82
132,00:17:01,84
133,00:17:06,85
134,00:17:11,85
135,00:17:16,85
136,00:17:21,86
137,00:17:26,87
138,00:17:31,88
139,00:17:36,89
140,00:17:46,90
141,00:18:01,90
142,00:18:11,91
143,00:18:16,92
144,00:18:21,93
145,00:18:26,92
146,00:18:31,91
147,00:18:36,90
148,00:18:51,91
149,00:19:01,90
150,00:19:16,89
151,00:19:31,89
152,00:19:36,88
153,00:19:51,87
154,00:19:56,88
155,00:20:01,87
156,00:20:06,85
157,00:20:16,86
158,00:20:21,87
159,00:20:26,85
160,00:20:31,84
161,00:20:46,84
162,00:20:52,83
163,00:21:07,84
164,00:21:12,83
165,00:21:17,81
166,00:21:32,79
167,00:21:47,79
168,00:22:02,80
169,00:22:17,81
170,00:22:27,81
171,00:22:32,82
172,00:22:42,81
173,00:22:47,80
174,00:22:52,81
175,00:22:57,81
176,00:23:02,80
177,00:23:12,79
178,00:23:22,80
179,00:23:27,81
180,00:23:32,82
181,00:23:37,83
182,00:23:52,85
183,00:24:02,84
184,00:24:07,83
185,00:24:12,79
186,00:24:17,78
187,00:24:27,76
188,00:24:32,74
189,00:24:37,71
190,00:24:42,72
191,00:24:47,71
192,00:24:52,72
193,00:24:57,73
194,00:25:02,74
195,00:25:07,77
196,00:25:12,76
197,00:25:22,77
198,00:25:27,78
199,00:25:37,79
200,00:25:42,78
201,00:25:47,76
202,00:25:52,75
203,00:26:07,75
204,00:26:17,77
205,00:26:22,78
206,00:26:27,77
207,00:26:32,78
208,00:26:42,77
209,00:26:47,76
210,00:26:52,74
211,00:26:57,72
212,00:27:02,71
213,00:27:07,70
214,00:27:12,69
215,00:27:17,69
216,00:27:22,68
217,00:27:27,66
218,00:27:32,65
219,00:27:47,63
220,00:27:52,62
221,00:27:57,63
222,00:28:02,64
223,00:28:07,65
224,00:28:12,67
225,00:28:22,66
