,Time,Heart
0,00:00:02,71
1,00:00:07,72
2,00:00:12,75
3,00:00:17,77
4,00:00:22,76
5,00:00:32,79
6,00:00:37,77
7,00:00:42,76
8,00:00:47,75
9,00:00:52,73
10,00:01:07,72
11,00:01:12,74
12,00:01:17,75
13,00:01:32,76
14,00:01:37,75
15,00:01:42,77
16,00:01:47,81
17,00:01:52,80
18,00:01:57,78
19,00:02:02,79
20,00:02:07,78
21,00:02:12,76
22,00:02:17,77
23,00:02:27,78
24,00:02:32,79
25,00:02:37,80
26,00:02:42,86
27,00:02:47,81
28,00:02:52,79
29,00:02:57,80
30,00:03:02,82
31,00:03:07,81
32,00:03:12,79
33,00:03:17,77
34,00:03:32,77
35,00:03:37,77
36,00:03:42,78
37,00:03:47,79
38,00:03:52,81
39,00:04:02,82
40,00:04:07,84
41,00:04:12,85
42,00:04:27,86
43,00:04:37,86
44,00:04:42,85
45,00:04:57,85
46,00:05:12,84
47,00:05:22,85
48,00:05:37,84
49,00:05:42,83
50,00:05:57,80
51,00:06:12,80
52,00:06:17,78
53,00:06:22,75
54,00:06:27,76
55,00:06:32,75
56,00:06:37,74
57,00:06:42,73
58,00:06:47,74
59,00:06:52,74
60,00:07:07,74
61,00:07:17,75
62,00:07:27,72
63,00:07:32,71
64,00:07:37,70
65,00:07:42,69
66,00:07:47,68
67,00:07:52,67
68,00:08:07,67
69,00:08:12,68
70,00:08:17,89
71,00:08:22,90
72,00:08:32,89
73,00:08:47,89
74,00:08:52,90
75,00:09:02,91
76,00:09:07,90
77,00:09:12,86
78,00:09:17,82
79,00:09:27,84
80,00:09:37,85
81,00:09:42,87
82,00:09:47,88
83,00:09:52,89
84,00:09:57,90
85,00:10:02,91
86,00:10:07,92
87,00:10:12,93
88,00:10:17,92
89,00:10:22,94
90,00:10:37,93
91,00:10:42,94
92,00:10:47,95
93,00:10:52,96
94,00:10:57,95
95,00:11:02,96
96,00:11:07,97
97,00:11:12,98
98,00:11:22,97
99,00:11:27,99
100,00:11:32,100
101,00:11:37,99
102,00:11:42,100
103,00:11:57,100
104,00:12:02,101
105,00:12:07,102
106,00:12:12,103
107,00:12:17,104
108,00:12:22,103
109,00:12:27,102
110,00:12:32,102
111,00:12:42,102
112,00:12:57,102
113,00:13:02,101
114,00:13:12,100
115,00:13:17,99
116,00:13:22,95
117,00:13:27,94
118,00:13:37,92
119,00:13:52,92
120,00:14:07,93
121,00:14:12,94
122,00:14:22,93
123,00:14:27,92
124,00:14:32,91
125,00:14:42,93
126,00:14:47,94
127,00:15:02,94
128,00:15:17,94
129,00:15:22,93
130,00:15:27,93
131,00:15:37,93
132,00:15:47,94
133,00:15:52,96
134,00:15:57,96
135,00:16:07,96
136,00:16:22,96
137,00:16:23,96
138,00:16:28,97
139,00:16:33,96
140,00:16:43,94
141,00:16:48,95
142,00:16:53,96
143,00:17:03,95
144,00:17:08,96
145,00:17:13,95
146,00:17:23,94
147,00:17:28,95
148,00:17:33,96
149,00:17:48,96
150,00:17:53,98
151,00:18:08,97
152,00:18:18,96
153,00:18:23,97
154,00:18:28,96
155,00:18:33,95
156,00:18:48,95
157,00:19:03,94
158,00:19:13,95
159,00:19:18,96
160,00:19:28,95
161,00:19:43,94
162,00:19:58,94
163,00:20:13,94
164,00:20:18,94
165,00:20:33,92
166,00:20:48,93
167,00:21:03,93
168,00:21:18,92
169,00:21:23,93
170,00:21:28,92
171,00:21:38,91
172,00:21:48,90
173,00:22:03,90
174,00:22:13,89
175,00:22:18,88
176,00:22:23,88
177,00:22:28,89
178,00:22:33,90
179,00:22:38,91
180,00:22:43,91
181,00:22:48,90
182,00:23:03,90
183,00:23:08,91
184,00:23:13,90
185,00:23:23,89
186,00:23:33,91
187,00:23:48,93
188,00:23:53,94
189,00:23:58,94
190,00:24:08,92
191,00:24:13,88
192,00:24:18,86
193,00:24:33,87
194,00:24:38,88
195,00:24:43,89
196,00:24:58,89
197,00:25:13,89
198,00:25:23,90
199,00:25:28,89
200,00:25:33,90
201,00:25:43,89
202,00:25:53,89
203,00:25:58,91
204,00:26:03,92
205,00:26:13,91
206,00:26:18,90
207,00:26:23,89
208,00:26:33,90
209,00:26:38,91
210,00:26:43,92
211,00:26:58,93
212,00:27:03,94
213,00:27:08,95
214,00:27:18,97
215,00:27:33,97
216,00:27:38,96
