,Time,Calories
0,00:00:00,1.3802800178527832
1,00:01:00,1.2547999620437622
2,00:02:00,1.3802800178527832
3,00:03:00,1.6312400102615356
4,00:04:00,1.5057599544525146
5,00:05:00,1.6312400102615356
6,00:06:00,1.2547999620437622
7,00:07:00,1.3802800178527832
8,00:08:00,1.2547999620437622
9,00:09:00,1.2547999620437622
10,00:10:00,1.2547999620437622
11,00:11:00,1.2547999620437622
12,00:12:00,1.3802800178527832
13,00:13:00,1.2547999620437622
14,00:14:00,1.2547999620437622
15,00:15:00,1.3802800178527832
16,00:16:00,1.5057599544525146
17,00:17:00,1.3802800178527832
18,00:18:00,1.2547999620437622
19,00:19:00,1.2547999620437622
20,00:20:00,1.2547999620437622
21,00:21:00,3.0115199089050293
22,00:22:00,1.5057599544525146
23,00:23:00,1.2547999620437622
24,00:24:00,1.3802800178527832
25,00:25:00,1.2547999620437622
26,00:26:00,1.3802800178527832
27,00:27:00,1.6312400102615356
28,00:28:00,1.3802800178527832
29,00:29:00,1.2547999620437622
30,00:30:00,1.2547999620437622
31,00:31:00,1.3802800178527832
32,00:32:00,1.3802800178527832
33,00:33:00,1.3802800178527832
34,00:34:00,1.3802800178527832
35,00:35:00,1.3802800178527832
36,00:36:00,1.3802800178527832
37,00:37:00,1.6312400102615356
38,00:38:00,1.2547999620437622
39,00:39:00,1.2547999620437622
40,00:40:00,1.2547999620437622
41,00:41:00,1.2547999620437622
42,00:42:00,3.0115199089050293
43,00:43:00,1.3802800178527832
44,00:44:00,1.6312400102615356
45,00:45:00,1.2547999620437622
46,00:46:00,1.2547999620437622
47,00:47:00,1.3802800178527832
48,00:48:00,1.2547999620437622
49,00:49:00,1.2547999620437622
50,00:50:00,1.2547999620437622
51,00:51:00,1.2547999620437622
52,00:52:00,1.6312400102615356
53,00:53:00,1.5057599544525146
54,00:54:00,1.5057599544525146
55,00:55:00,1.2547999620437622
56,00:56:00,1.3802800178527832
57,00:57:00,1.6312400102615356
58,00:58:00,3.2624800205230713
59,00:59:00,3.513439893722534
60,01:00:00,1.6312400102615356
61,01:01:00,1.6312400102615356
62,01:02:00,1.3802800178527832
63,01:03:00,1.3802800178527832
64,01:04:00,1.2547999620437622
65,01:05:00,1.3802800178527832
66,01:06:00,1.6312400102615356
67,01:07:00,1.3802800178527832
68,01:08:00,1.3802800178527832
69,01:09:00,1.3802800178527832
70,01:10:00,1.3802800178527832
71,01:11:00,1.3802800178527832
72,01:12:00,1.2547999620437622
73,01:13:00,1.3802800178527832
74,01:14:00,1.3802800178527832
75,01:15:00,1.3802800178527832
76,01:16:00,1.3802800178527832
77,01:17:00,1.3802800178527832
78,01:18:00,1.3802800178527832
79,01:19:00,3.0115199089050293
80,01:20:00,1.3802800178527832
81,01:21:00,1.2547999620437622
82,01:22:00,1.2547999620437622
83,01:23:00,1.5057599544525146
84,01:24:00,1.6312400102615356
85,01:25:00,1.3802800178527832
86,01:26:00,3.0115199089050293
87,01:27:00,1.3802800178527832
88,01:28:00,1.3802800178527832
89,01:29:00,1.3802800178527832
90,01:30:00,1.6312400102615356
91,01:31:00,1.6312400102615356
92,01:32:00,1.6312400102615356
93,01:33:00,1.6312400102615356
94,01:34:00,1.6312400102615356
95,01:35:00,3.2624800205230713
96,01:36:00,1.2547999620437622
97,01:37:00,3.0115199089050293
98,01:38:00,1.2547999620437622
99,01:39:00,3.2624800205230713
100,01:40:00,1.5057599544525146
101,01:41:00,1.2547999620437622
102,01:42:00,1.2547999620437622
103,01:43:00,1.2547999620437622
104,01:44:00,1.2547999620437622
105,01:45:00,1.2547999620437622
106,01:46:00,1.3802800178527832
107,01:47:00,1.3802800178527832
108,01:48:00,3.0115199089050293
109,01:49:00,1.3802800178527832
110,01:50:00,1.3802800178527832
111,01:51:00,1.3802800178527832
112,01:52:00,1.3802800178527832
113,01:53:00,1.2547999620437622
114,01:54:00,1.2547999620437622
115,01:55:00,1.3802800178527832
116,01:56:00,1.3802800178527832
117,01:57:00,1.2547999620437622
118,01:58:00,1.6312400102615356
119,01:59:00,1.3802800178527832
120,02:00:00,1.3802800178527832
121,02:01:00,3.513439893722534
122,02:02:00,1.3802800178527832
123,02:03:00,1.3802800178527832
124,02:04:00,1.3802800178527832
125,02:05:00,1.3802800178527832
126,02:06:00,3.2624800205230713
127,02:07:00,1.3802800178527832
128,02:08:00,1.6312400102615356
129,02:09:00,1.2547999620437622
130,02:10:00,1.2547999620437622
131,02:11:00,3.513439893722534
132,02:12:00,3.2624800205230713
133,02:13:00,1.2547999620437622
134,02:14:00,1.2547999620437622
135,02:15:00,1.2547999620437622
136,02:16:00,1.2547999620437622
137,02:17:00,1.2547999620437622
138,02:18:00,1.2547999620437622
139,02:19:00,1.2547999620437622
140,02:20:00,1.2547999620437622
141,02:21:00,1.3802800178527832
142,02:22:00,1.2547999620437622
143,02:23:00,2.7605600357055664
144,02:24:00,1.3802800178527832
145,02:25:00,1.3802800178527832
146,02:26:00,1.3802800178527832
147,02:27:00,1.3802800178527832
148,02:28:00,1.2547999620437622
149,02:29:00,1.3802800178527832
150,02:30:00,1.2547999620437622
151,02:31:00,1.2547999620437622
152,02:32:00,1.2547999620437622
153,02:33:00,1.2547999620437622
154,02:34:00,1.2547999620437622
155,02:35:00,1.2547999620437622
