,Time,Heart Rate
248,00:37:07,72
249,00:37:22,73
250,00:37:37,74
251,00:37:47,75
252,00:37:52,78
253,00:37:57,79
254,00:38:07,78
255,00:38:12,76
256,00:38:17,75
257,00:38:23,75
258,00:38:38,74
259,00:38:53,74
260,00:39:08,74
261,00:39:13,73
262,00:39:28,73
263,00:39:43,73
264,00:39:48,74
265,00:40:03,74
266,00:40:13,75
267,00:40:18,78
268,00:40:28,77
269,00:40:43,76
270,00:40:53,74
271,00:40:58,74
272,00:41:08,73
273,00:41:23,73
274,00:41:28,76
275,00:41:33,77
276,00:41:48,77
277,00:42:03,77
278,00:42:08,76
279,00:42:13,75
280,00:42:23,74
281,00:42:38,74
282,00:42:53,74
283,00:43:03,76
284,00:43:08,76
285,00:43:13,72
286,00:43:18,63
287,00:43:28,64
288,00:43:33,72
289,00:43:48,72
290,00:44:03,73
291,00:44:08,72
292,00:44:23,73
293,00:44:38,73
294,00:44:53,73
295,00:45:08,73
296,00:45:23,73
297,00:45:38,75
298,00:45:43,77
299,00:45:48,78
300,00:45:53,80
301,00:46:03,79
302,00:46:13,78
303,00:46:28,76
304,00:46:33,75
305,00:46:38,76
306,00:46:43,77
307,00:46:48,80
308,00:46:53,81
309,00:46:58,78
310,00:47:03,77
311,00:47:18,77
312,00:47:33,77
313,00:47:48,77
314,00:48:03,77
315,00:48:18,75
316,00:48:23,75
317,00:48:28,74
318,00:48:43,74
319,00:48:53,76
320,00:49:03,67
321,00:49:08,66
322,00:49:13,68
323,00:49:18,71
324,00:49:23,74
325,00:49:28,76
326,00:49:43,76
327,00:49:58,76
328,00:50:13,77
329,00:50:18,77
330,00:50:23,74
331,00:50:29,74
332,00:50:44,74
333,00:50:59,74
334,00:51:14,74
335,00:51:19,73
336,00:51:24,71
337,00:51:29,69
338,00:51:34,69
339,00:51:49,69
340,00:52:04,70
341,00:52:09,72
342,00:52:14,75
343,00:52:29,75
344,00:52:39,76
345,00:52:44,75
346,00:52:49,74
347,00:52:59,72
348,00:53:04,73
349,00:53:19,73
350,00:53:29,75
351,00:53:34,76
352,00:53:39,77
353,00:53:54,76
354,00:54:04,77
355,00:54:09,78
356,00:54:14,78
357,00:54:19,77
358,00:54:24,76
359,00:54:29,75
360,00:54:39,74
361,00:54:54,73
362,00:55:09,73
363,00:55:24,73
364,00:55:29,71
365,00:55:34,72
366,00:55:49,72
367,00:55:54,73
368,00:56:09,73
369,00:56:24,74
370,00:56:39,74
371,00:56:54,74
372,00:57:04,75
373,00:57:19,75
374,00:57:24,76
375,00:57:29,77
376,00:57:34,76
377,00:57:49,76
378,00:57:59,77
379,00:58:04,79
380,00:58:09,80
381,00:58:19,79
382,00:58:29,81
383,00:58:34,83
384,00:58:44,80
385,00:58:49,72
386,00:59:04,72
387,00:59:19,72
388,00:59:34,72
389,00:59:49,72
390,01:00:04,72
391,01:00:09,71
392,01:00:24,71
393,01:00:39,71
394,01:00:54,71
395,01:00:59,69
396,01:01:04,68
397,01:01:09,71
398,01:01:14,72
399,01:01:29,72
400,01:01:44,72
401,01:01:49,73
402,01:01:54,71
403,01:01:59,70
404,01:02:09,71
405,01:02:19,72
406,01:02:34,72
407,01:02:49,72
408,01:03:04,72
409,01:03:19,72
410,01:03:20,74
411,01:03:25,75
412,01:03:35,74
413,01:03:40,73
414,01:03:55,73
415,01:04:10,76
416,01:04:15,83
417,01:04:20,84
418,01:04:30,83
419,01:04:45,83
420,01:04:55,85
421,01:05:00,86
422,01:05:05,87
423,01:05:20,87
424,01:05:25,87
425,01:05:35,86
426,01:05:40,82
427,01:05:45,81
428,01:05:50,79
429,01:05:55,78
430,01:06:00,77
431,01:06:15,77
432,01:06:30,77
433,01:06:45,77
434,01:06:55,77
435,01:07:10,77
436,01:07:25,77
437,01:07:30,77
438,01:07:35,76
439,01:07:40,73
440,01:07:45,72
441,01:07:55,70
442,01:08:10,70
443,01:08:25,70
444,01:08:40,70
445,01:08:55,70
446,01:09:00,71
447,01:09:10,72
448,01:09:25,72
449,01:09:40,72
450,01:09:55,72
451,01:10:10,72
452,01:10:25,72
453,01:10:40,72
454,01:10:45,71
455,01:10:50,70
456,01:11:05,70
457,01:11:15,70
458,01:11:20,71
459,01:11:25,74
460,01:11:30,74
461,01:11:45,74
462,01:12:00,74
463,01:12:15,74
464,01:12:20,73
465,01:12:30,71
466,01:12:35,69
467,01:12:50,69
468,01:13:05,69
469,01:13:20,69
470,01:13:30,70
471,01:13:45,70
472,01:13:55,71
473,01:14:05,72
474,01:14:10,73
475,01:14:25,73
476,01:14:35,74
477,01:14:45,73
478,01:14:50,70
479,01:15:05,70
480,01:15:10,70
481,01:15:15,68
482,01:15:20,67
483,01:15:35,67
484,01:15:40,69
485,01:15:45,69
486,01:15:50,69
487,01:15:55,70
488,01:16:00,72
489,01:16:05,72
490,01:16:10,73
491,01:16:15,79
492,01:16:20,77
493,01:16:25,72
494,01:16:30,71
495,01:16:45,73
496,01:17:00,73
497,01:17:10,72
498,01:17:15,69
499,01:17:20,67
500,01:17:25,68
501,01:17:30,69
502,01:17:45,69
503,01:17:50,71
504,01:17:55,73
505,01:18:10,73
506,01:18:20,74
507,01:18:30,75
508,01:18:35,79
509,01:18:50,79
510,01:19:00,77
511,01:19:05,76
512,01:19:20,76
513,01:19:35,76
514,01:19:45,84
515,01:19:50,86
516,01:19:55,85
517,01:20:00,84
518,01:20:15,77
519,01:20:20,73
520,01:20:25,72
521,01:20:30,72
522,01:20:35,73
523,01:20:40,74
524,01:20:45,73
525,01:20:50,72
526,01:20:55,70
527,01:21:00,72
528,01:21:05,74
529,01:21:10,72
530,01:21:15,71
531,01:21:25,74
532,01:21:30,75
533,01:21:35,76
534,01:21:40,77
535,01:21:45,76
536,01:21:50,75
537,01:21:55,74
538,01:22:00,73
539,01:22:05,73
540,01:22:15,75
541,01:22:20,76
542,01:22:25,74
543,01:22:30,72
544,01:22:45,73
545,01:23:00,73
546,01:23:15,73
547,01:23:25,72
548,01:23:35,73
549,01:23:40,74
550,01:23:55,74
551,01:24:00,72
552,01:24:05,69
553,01:24:10,67
554,01:24:20,68
555,01:24:35,68
556,01:24:50,68
557,01:24:55,71
558,01:25:00,73
559,01:25:10,71
560,01:25:25,71
561,01:25:40,71
562,01:25:50,70
563,01:25:55,67
564,01:26:00,66
565,01:26:15,66
566,01:26:16,66
567,01:26:31,66
568,01:26:46,66
569,01:26:56,68
570,01:27:01,78
571,01:27:06,85
572,01:27:11,84
573,01:27:16,83
574,01:27:21,84
575,01:27:26,83
576,01:27:41,82
577,01:27:46,81
578,01:28:01,81
579,01:28:06,82
580,01:28:16,75
581,01:28:21,71
582,01:28:26,70
583,01:28:41,73
584,01:28:46,74
585,01:29:01,73
586,01:29:16,75
587,01:29:21,78
588,01:29:36,78
589,01:29:41,77
590,01:29:51,76
591,01:30:06,76
592,01:30:11,76
593,01:30:16,82
594,01:30:21,83
595,01:30:31,81
596,01:30:36,76
597,01:30:46,75
598,01:30:56,74
599,01:31:01,73
600,01:31:06,73
601,01:31:16,74
602,01:31:21,75
603,01:31:36,75
604,01:31:46,73
605,01:31:51,72
606,01:32:01,73
607,01:32:06,74
608,01:32:21,74
609,01:32:36,74
610,01:32:51,74
611,01:33:06,74
612,01:33:16,73
613,01:33:31,73
614,01:33:36,72
615,01:33:41,68
616,01:33:46,66
617,01:34:01,66
618,01:34:11,67
619,01:34:16,69
620,01:34:21,68
621,01:34:36,69
622,01:34:41,71
623,01:34:56,71
624,01:35:11,71
625,01:35:16,70
626,01:35:31,70
627,01:35:41,69
628,01:35:46,68
629,01:35:56,67
630,01:36:11,68
631,01:36:16,69
632,01:36:21,71
633,01:36:36,72
634,01:36:51,72
635,01:36:56,70
636,01:37:11,70
637,01:37:21,71
638,01:37:36,71
639,01:37:51,71
640,01:38:06,71
641,01:38:21,71
642,01:38:36,70
643,01:38:41,71
644,01:38:46,72
645,01:38:51,72
646,01:38:56,71
647,01:39:11,71
648,01:39:26,71
649,01:39:31,72
650,01:39:36,72
651,01:39:51,72
652,01:40:06,72
653,01:40:11,71
654,01:40:26,71
655,01:40:36,70
656,01:40:46,72
657,01:40:51,70
658,01:40:56,67
659,01:41:01,68
660,01:41:16,68
661,01:41:21,67
662,01:41:36,67
663,01:41:51,67
664,01:41:56,68
665,01:42:01,67
666,01:42:11,68
667,01:42:16,69
668,01:42:21,68
669,01:42:36,68
670,01:42:41,69
671,01:42:56,69
672,01:42:57,68
673,01:43:02,66
674,01:43:17,67
675,01:43:32,66
676,01:43:47,66
677,01:44:02,66
678,01:44:12,71
679,01:44:17,73
680,01:44:22,71
681,01:44:27,69
682,01:44:32,68
683,01:44:47,70
684,01:44:52,73
685,01:44:57,72
686,01:45:02,70
687,01:45:17,70
688,01:45:27,69
689,01:45:32,68
690,01:45:37,66
691,01:45:42,65
692,01:45:52,65
693,01:45:57,66
694,01:46:02,67
695,01:46:07,69
696,01:46:12,70
697,01:46:22,71
698,01:46:27,72
699,01:46:32,72
700,01:46:37,73
701,01:46:47,72
702,01:46:52,68
703,01:46:57,67
704,01:47:12,66
705,01:47:17,65
706,01:47:27,64
707,01:47:42,64
708,01:47:52,65
709,01:47:57,66
710,01:48:02,68
711,01:48:12,70
712,01:48:17,71
713,01:48:32,70
714,01:48:37,69
715,01:48:52,68
716,01:48:57,68
717,01:49:07,69
718,01:49:22,69
719,01:49:37,69
720,01:49:42,68
721,01:49:57,70
722,01:50:02,76
723,01:50:07,80
724,01:50:12,82
725,01:50:17,86
726,01:50:23,85
727,01:50:28,83
728,01:50:33,81
729,01:50:38,80
730,01:50:43,79
731,01:50:53,79
732,01:51:08,79
733,01:51:13,77
734,01:51:18,70
735,01:51:23,69
736,01:51:38,69
737,01:51:53,69
738,01:52:08,68
739,01:52:13,70
740,01:52:18,72
741,01:52:33,72
742,01:52:43,73
743,01:52:53,72
744,01:53:08,71
745,01:53:23,71
746,01:53:28,72
747,01:53:43,68
748,01:53:48,67
749,01:53:53,66
750,01:54:08,67
751,01:54:18,68
752,01:54:23,69
753,01:54:28,69
754,01:54:43,69
755,01:54:58,68
756,01:55:03,67
757,01:55:18,67
758,01:55:28,68
759,01:55:43,69
760,01:55:48,68
761,01:56:03,66
762,01:56:08,65
763,01:56:13,63
764,01:56:28,64
765,01:56:43,65
766,01:56:48,64
767,01:56:58,63
768,01:57:03,62
769,01:57:08,63
770,01:57:13,64
771,01:57:23,65
772,01:57:38,65
773,01:57:43,66
774,01:57:53,68
775,01:57:58,69
776,01:58:03,67
777,01:58:08,63
778,01:58:13,64
779,01:58:18,65
780,01:58:23,65
781,01:58:33,66
782,01:58:38,68
783,01:58:53,67
784,01:59:03,69
785,01:59:08,84
786,01:59:13,85
787,01:59:18,83
788,01:59:23,80
789,01:59:28,78
790,01:59:38,77
791,01:59:43,76
792,01:59:48,74
793,01:59:53,70
794,02:00:08,70
795,02:00:18,69
796,02:00:23,70
797,02:00:33,68
798,02:00:38,67
799,02:00:43,68
800,02:00:48,67
801,02:01:03,68
802,02:01:08,68
803,02:01:23,68
804,02:01:38,69
805,02:01:43,76
806,02:01:48,77
807,02:02:03,77
808,02:02:18,77
809,02:02:23,78
810,02:02:33,77
811,02:02:38,78
812,02:02:43,77
813,02:02:53,73
814,02:02:58,72
815,02:03:03,72
816,02:03:18,72
817,02:03:33,70
818,02:03:38,67
819,02:03:53,67
820,02:04:03,68
821,02:04:08,69
822,02:04:13,71
823,02:04:18,72
824,02:04:23,74
825,02:04:28,74
826,02:04:33,73
827,02:04:48,75
828,02:04:53,74
829,02:04:58,75
830,02:05:03,76
831,02:05:13,75
832,02:05:18,73
833,02:05:23,72
834,02:05:38,72
835,02:05:53,71
836,02:05:58,69
837,02:06:03,69
838,02:06:08,70
839,02:06:23,70
840,02:06:28,71
841,02:06:33,72
842,02:06:38,73
843,02:06:43,74
844,02:06:48,74
845,02:06:53,73
846,02:06:58,74
847,02:07:03,84
848,02:07:08,86
849,02:07:23,86
850,02:07:28,85
851,02:07:43,85
852,02:07:53,92
853,02:07:58,95
854,02:08:03,94
855,02:08:18,93
856,02:08:23,92
857,02:08:33,91
858,02:08:38,91
859,02:08:43,90
860,02:08:58,90
861,02:09:03,91
862,02:09:08,93
863,02:09:13,91
864,02:09:23,92
865,02:09:33,93
866,02:09:48,93
867,02:10:03,93
868,02:10:08,91
869,02:10:23,93
870,02:10:28,94
871,02:10:38,93
872,02:10:53,93
873,02:10:58,82
874,02:11:03,82
875,02:11:08,83
876,02:11:13,80
877,02:11:28,80
878,02:11:38,80
879,02:11:43,80
880,02:11:53,80
881,02:12:08,80
882,02:12:18,81
883,02:12:33,81
884,02:12:34,81
885,02:12:39,80
886,02:12:54,80
887,02:13:09,80
888,02:13:24,80
889,02:13:29,79
890,02:13:34,78
891,02:13:44,74
892,02:13:49,69
893,02:13:54,68
894,02:13:59,62
895,02:14:04,59
896,02:14:09,56
897,02:14:14,56
898,02:14:19,55
899,02:14:29,54
900,02:14:44,55
901,02:14:49,55
902,02:14:54,54
903,02:14:59,54
904,02:15:14,61
905,02:15:19,65
906,02:15:34,65
907,02:15:44,66
908,02:15:54,65
909,02:16:04,62
910,02:16:09,63
911,02:16:14,64
912,02:16:19,66
913,02:16:24,67
914,02:16:29,66
915,02:16:34,70
916,02:16:39,74
917,02:16:49,72
918,02:16:54,71
919,02:16:59,70
920,02:17:04,65
921,02:17:14,67
922,02:17:24,67
923,02:17:29,68
924,02:17:34,68
925,02:17:49,67
926,02:17:59,68
927,02:18:04,67
928,02:18:09,67
929,02:18:14,68
930,02:18:24,69
931,02:18:29,72
932,02:18:39,74
933,02:18:44,76
934,02:18:54,75
935,02:18:59,73
936,02:19:04,71
937,02:19:09,70
938,02:19:50,70
939,02:20:00,71
940,02:20:05,72
941,02:20:10,72
942,02:20:15,73
943,02:20:20,75
944,02:20:25,76
945,02:20:35,74
946,02:20:45,71
947,02:20:50,70
948,02:21:05,70
949,02:21:10,71
950,02:21:15,72
951,02:21:25,73
952,02:21:30,74
953,02:21:35,75
954,02:21:45,74
955,02:21:50,71
956,02:21:55,70
957,02:22:10,70
958,02:22:25,69
959,02:22:30,68
960,02:22:45,68
961,02:23:00,69
962,02:23:05,70
963,02:23:20,70
964,02:23:30,69
965,02:23:35,69
966,02:23:40,70
967,02:23:55,69
968,02:24:10,69
969,02:24:25,69
970,02:24:40,69
971,02:24:55,69
972,02:25:10,69
973,02:25:15,71
974,02:25:20,69
975,02:25:25,70
976,02:25:40,69
977,02:25:50,70
978,02:26:00,74
979,02:26:05,76
980,02:26:10,77
981,02:26:15,80
982,02:26:20,77
983,02:26:25,75
984,02:26:30,74
985,02:26:35,72
986,02:26:45,73
987,02:26:50,72
988,02:27:00,71
989,02:27:10,71
990,02:27:20,72
991,02:27:30,76
992,02:27:35,76
993,02:27:40,77
994,02:27:55,76
995,02:28:00,75
996,02:28:05,74
997,02:28:15,75
998,02:28:20,73
999,02:28:25,72
1000,02:28:35,71
1001,02:28:40,69
1002,02:28:50,70
1003,02:28:55,71
1004,02:29:00,72
1005,02:29:05,71
1006,02:29:10,70
1007,02:29:20,71
1008,02:29:25,72
1009,02:29:30,73
1010,02:29:45,75
1011,02:29:55,76
1012,02:30:05,74
1013,02:30:10,71
1014,02:30:15,68
1015,02:30:20,70
1016,02:30:25,71
1017,02:30:35,72
1018,02:30:40,73
1019,02:30:45,77
1020,02:30:55,76
1021,02:31:00,75
1022,02:31:15,75
1023,02:31:20,76
1024,02:31:30,77
1025,02:31:45,77
1026,02:31:50,75
1027,02:31:55,74
1028,02:32:05,79
1029,02:32:10,78
1030,02:32:15,76
1031,02:32:20,75
1032,02:32:35,75
1033,02:32:50,75
1034,02:32:55,76
1035,02:33:00,74
1036,02:33:05,71
1037,02:33:10,72
1038,02:33:25,74
1039,02:33:30,75
1040,02:33:35,78
1041,02:33:40,77
1042,02:33:45,78
1043,02:33:55,75
1044,02:34:00,75
1045,02:34:05,79
1046,02:34:10,81
1047,02:34:15,82
1048,02:34:30,82
1049,02:34:35,83
1050,02:34:50,83
1051,02:34:55,83
1052,02:35:10,83
1053,02:35:25,83
1054,02:35:30,88
1055,02:35:35,82
1056,02:35:40,82
1057,02:35:50,84
1058,02:35:55,88
1059,02:36:00,85
1060,02:36:05,80
1061,02:36:10,78
1062,02:36:20,79
1063,02:36:25,80
1064,02:36:30,81
1065,02:36:35,88
1066,02:36:40,86
1067,02:36:45,81
1068,02:36:50,76
1069,02:36:55,72
1070,02:37:00,68
1071,02:37:06,68
1072,02:37:11,70
1073,02:37:16,68
1074,02:37:21,66
1075,02:37:26,65
1076,02:37:31,63
1077,02:37:36,62
1078,02:37:41,63
1079,02:37:51,62
1080,02:38:01,63
1081,02:38:06,64
1082,02:38:21,64
1083,02:38:31,64
1084,02:38:36,63
1085,02:38:46,65
1086,02:38:51,67
1087,02:38:56,68
1088,02:39:11,68
1089,02:39:16,67
1090,02:39:31,67
1091,02:39:46,66
1092,02:40:01,68
1093,02:40:06,67
1094,02:40:11,68
1095,02:40:16,67
1096,02:40:26,72
1097,02:40:31,78
1098,02:40:36,80
1099,02:40:41,77
1100,02:40:46,73
1101,02:40:51,69
1102,02:40:56,68
1103,02:41:01,66
1104,02:41:11,65
1105,02:41:16,66
1106,02:41:21,66
1107,02:41:26,67
1108,02:41:31,68
1109,02:41:36,63
1110,02:41:41,63
1111,02:41:46,64
1112,02:41:51,66
1113,02:41:56,68
1114,02:42:06,67
1115,02:42:11,66
1116,02:42:16,68
1117,02:42:21,69
1118,02:42:26,68
1119,02:42:36,66
1120,02:42:41,64
1121,02:42:46,65
1122,02:42:51,65
1123,02:42:56,60
1124,02:43:01,58
1125,02:43:06,60
1126,02:43:11,63
1127,02:43:16,65
1128,02:43:21,67
1129,02:43:26,68
1130,02:43:41,69
1131,02:43:46,68
1132,02:44:01,68
1133,02:44:11,69
1134,02:44:16,70
1135,02:44:31,69
1136,02:44:41,66
1137,02:44:46,65
1138,02:44:51,63
1139,02:44:56,66
1140,02:45:01,67
1141,02:45:06,67
1142,02:45:11,70
1143,02:45:16,74
1144,02:45:21,73
1145,02:45:26,72
1146,02:45:31,70
1147,02:45:36,68
1148,02:45:41,68
1149,02:45:46,68
1150,02:45:56,70
1151,02:46:01,69
1152,02:46:06,68
1153,02:46:11,67
1154,02:46:16,69
1155,02:46:21,70
1156,02:46:26,68
1157,02:46:31,66
1158,02:46:36,64
1159,02:46:41,65
1160,02:46:46,65
1161,02:47:01,66
1162,02:47:06,68
1163,02:47:11,70
1164,02:47:16,68
1165,02:47:21,70
1166,02:47:26,69
1167,02:47:31,68
1168,02:47:41,69
1169,02:47:46,71
1170,02:47:51,68
1171,02:47:56,67
1172,02:48:01,68
1173,02:48:06,71
1174,02:48:21,73
1175,02:48:26,72
1176,02:48:31,71
1177,02:48:36,70
1178,02:48:46,69
1179,02:48:51,69
1180,02:48:56,67
1181,02:49:01,66
1182,02:49:06,67
1183,02:49:11,69
1184,02:49:21,68
1185,02:49:36,67
1186,02:49:51,67
1187,02:50:01,66
1188,02:50:06,64
1189,02:50:11,62
1190,02:50:16,59
1191,02:50:21,59
1192,02:50:26,62
1193,02:50:31,63
1194,02:50:36,68
1195,02:50:41,69
1196,02:50:56,61
1197,02:51:01,59
1198,02:51:06,62
1199,02:51:11,63
1200,02:51:16,64
1201,02:51:21,64
1202,02:51:26,66
1203,02:51:41,66
1204,02:51:56,65
1205,02:52:01,67
1206,02:52:06,67
1207,02:52:11,68
1208,02:52:16,64
1209,02:52:21,61
1210,02:52:26,59
1211,02:52:31,61
1212,02:52:36,64
1213,02:52:41,69
1214,02:52:46,71
1215,02:52:56,67
1216,02:53:06,66
1217,02:53:11,67
1218,02:53:16,68
1219,02:53:26,67
1220,02:53:31,66
1221,02:53:46,66
1222,02:53:51,67
1223,02:53:56,67
1224,02:54:01,65
1225,02:54:11,66
1226,02:54:21,67
1227,02:54:26,68
1228,02:54:41,68
1229,02:54:56,68
1230,02:55:01,65
1231,02:55:06,64
1232,02:55:11,65
1233,02:55:16,65
1234,02:55:21,67
1235,02:55:26,68
1236,02:55:31,68
1237,02:55:36,66
1238,02:55:41,67
1239,02:55:46,63
1240,02:55:51,58
1241,02:55:56,57
1242,02:56:01,60
1243,02:56:06,63
1244,02:56:11,64
1245,02:56:16,66
1246,02:56:21,65
1247,02:56:26,63
1248,02:56:31,65
1249,02:56:36,64
1250,02:56:41,63
1251,02:56:51,64
1252,02:57:01,65
1253,02:57:06,67
1254,02:57:11,69
1255,02:57:16,67
1256,02:57:21,68
1257,02:57:31,67
1258,02:57:36,66
1259,02:57:41,65
1260,02:57:47,65
1261,02:58:02,65
1262,02:58:07,66
1263,02:58:12,66
1264,02:58:17,68
1265,02:58:22,69
1266,02:58:27,70
1267,02:58:32,67
1268,02:58:37,68
1269,02:58:42,67
1270,02:58:47,65
1271,02:58:52,66
1272,02:58:57,64
1273,02:59:02,65
1274,02:59:07,66
1275,02:59:22,66
1276,02:59:27,65
1277,02:59:32,65
1278,02:59:37,64
1279,02:59:42,67
1280,02:59:47,68
1281,02:59:52,69
1282,02:59:57,66
1283,03:00:02,64
1284,03:00:17,67
1285,03:00:22,69
1286,03:00:37,69
1287,03:00:42,67
1288,03:00:57,68
1289,03:01:07,67
1290,03:01:22,67
1291,03:01:37,68
1292,03:01:42,69
1293,03:01:57,67
1294,03:02:02,66
1295,03:02:12,67
1296,03:02:17,68
1297,03:02:22,68
1298,03:02:27,69
1299,03:02:32,68
1300,03:02:37,66
1301,03:02:52,66
1302,03:02:57,67
1303,03:03:02,68
1304,03:03:07,69
1305,03:03:12,70
1306,03:03:17,69
1307,03:03:22,68
1308,03:03:27,67
1309,03:03:32,67
1310,03:03:37,68
1311,03:03:42,69
1312,03:03:47,71
1313,03:03:52,72
1314,03:03:57,70
1315,03:04:02,67
1316,03:04:07,68
1317,03:04:17,69
1318,03:04:27,68
1319,03:04:32,67
1320,03:04:42,68
1321,03:04:52,69
1322,03:05:07,68
1323,03:05:22,68
1324,03:05:32,67
1325,03:05:42,67
1326,03:05:47,67
1327,03:05:52,66
1328,03:05:57,69
1329,03:06:02,71
1330,03:06:07,70
1331,03:06:17,71
1332,03:06:22,69
1333,03:06:37,68
1334,03:06:47,69
1335,03:06:52,70
1336,03:06:57,71
1337,03:07:02,70
1338,03:07:07,69
1339,03:07:12,68
1340,03:07:17,67
1341,03:07:22,67
1342,03:07:27,66
1343,03:07:32,67
1344,03:07:37,68
1345,03:07:52,67
1346,03:08:07,69
1347,03:08:12,71
1348,03:08:17,71
1349,03:08:22,69
1350,03:08:27,67
1351,03:08:32,66
1352,03:08:37,67
1353,03:08:47,68
1354,03:08:52,67
1355,03:09:07,67
1356,03:09:12,67
1357,03:09:17,66
1358,03:09:22,65
1359,03:09:27,67
1360,03:09:32,64
