,Time,State,Interpreted
0,03:16:30,3,Very Awake
1,03:17:30,3,Very Awake
2,03:18:30,3,Very Awake
3,03:19:30,2,Awake
4,03:20:30,2,Awake
5,03:21:30,2,Awake
6,03:22:30,1,Asleep
7,03:23:30,1,Asleep
8,03:24:30,1,Asleep
9,03:25:30,1,Asleep
10,03:26:30,1,Asleep
11,03:27:30,1,Asleep
12,03:28:30,1,Asleep
13,03:29:30,1,Asleep
14,03:30:30,1,Asleep
15,03:31:30,1,Asleep
16,03:32:30,1,Asleep
17,03:33:30,1,Asleep
18,03:34:30,1,Asleep
19,03:35:30,1,Asleep
20,03:36:30,1,Asleep
21,03:37:30,1,Asleep
22,03:38:30,1,Asleep
23,03:39:30,1,Asleep
24,03:40:30,1,Asleep
25,03:41:30,1,Asleep
26,03:42:30,1,Asleep
27,03:43:30,1,Asleep
28,03:44:30,1,Asleep
29,03:45:30,1,Asleep
30,03:46:30,1,Asleep
31,03:47:30,1,Asleep
32,03:48:30,1,Asleep
33,03:49:30,1,Asleep
34,03:50:30,1,Asleep
35,03:51:30,1,Asleep
36,03:52:30,1,Asleep
37,03:53:30,1,Asleep
38,03:54:30,1,Asleep
39,03:55:30,1,Asleep
40,03:56:30,1,Asleep
41,03:57:30,1,Asleep
42,03:58:30,1,Asleep
43,03:59:30,1,Asleep
44,04:00:30,1,Asleep
45,04:01:30,1,Asleep
46,04:02:30,1,Asleep
47,04:03:30,1,Asleep
48,04:04:30,1,Asleep
49,04:05:30,1,Asleep
50,04:06:30,1,Asleep
51,04:07:30,1,Asleep
52,04:08:30,1,Asleep
53,04:09:30,1,Asleep
54,04:10:30,1,Asleep
55,04:11:30,1,Asleep
56,04:12:30,1,Asleep
57,04:13:30,1,Asleep
58,04:14:30,1,Asleep
59,04:15:30,1,Asleep
60,04:16:30,1,Asleep
61,04:17:30,1,Asleep
62,04:18:30,1,Asleep
63,04:19:30,1,Asleep
64,04:20:30,1,Asleep
65,04:21:30,1,Asleep
66,04:22:30,1,Asleep
67,04:23:30,1,Asleep
68,04:24:30,1,Asleep
69,04:25:30,1,Asleep
70,04:26:30,1,Asleep
71,04:27:30,1,Asleep
72,04:28:30,1,Asleep
73,04:29:30,1,Asleep
74,04:30:30,1,Asleep
75,04:31:30,1,Asleep
76,04:32:30,1,Asleep
77,04:33:30,1,Asleep
78,04:34:30,1,Asleep
79,04:35:30,1,Asleep
80,04:36:30,1,Asleep
81,04:37:30,1,Asleep
82,04:38:30,1,Asleep
83,04:39:30,1,Asleep
84,04:40:30,1,Asleep
85,04:41:30,1,Asleep
86,04:42:30,1,Asleep
87,04:43:30,1,Asleep
88,04:44:30,1,Asleep
89,04:45:30,1,Asleep
90,04:46:30,1,Asleep
91,04:47:30,1,Asleep
92,04:48:30,1,Asleep
93,04:49:30,1,Asleep
94,04:50:30,1,Asleep
95,04:51:30,1,Asleep
96,04:52:30,1,Asleep
97,04:53:30,1,Asleep
98,04:54:30,1,Asleep
99,04:55:30,1,Asleep
100,04:56:30,1,Asleep
101,04:57:30,1,Asleep
102,04:58:30,1,Asleep
103,04:59:30,1,Asleep
104,05:00:30,1,Asleep
105,05:01:30,1,Asleep
106,05:02:30,1,Asleep
107,05:03:30,1,Asleep
108,05:04:30,1,Asleep
109,05:05:30,1,Asleep
110,05:06:30,1,Asleep
111,05:07:30,1,Asleep
112,05:08:30,1,Asleep
113,05:09:30,1,Asleep
114,05:10:30,1,Asleep
115,05:11:30,1,Asleep
116,05:12:30,1,Asleep
117,05:13:30,1,Asleep
118,05:14:30,1,Asleep
119,05:15:30,1,Asleep
120,05:16:30,1,Asleep
121,05:17:30,1,Asleep
122,05:18:30,1,Asleep
123,05:19:30,1,Asleep
124,05:20:30,1,Asleep
125,05:21:30,1,Asleep
126,05:22:30,1,Asleep
127,05:23:30,1,Asleep
128,05:24:30,1,Asleep
129,05:25:30,1,Asleep
130,05:26:30,1,Asleep
131,05:27:30,1,Asleep
132,05:28:30,1,Asleep
133,05:29:30,1,Asleep
134,05:30:30,1,Asleep
135,05:31:30,1,Asleep
136,05:32:30,1,Asleep
137,05:33:30,1,Asleep
138,05:34:30,1,Asleep
139,05:35:30,1,Asleep
140,05:36:30,1,Asleep
141,05:37:30,1,Asleep
142,05:38:30,1,Asleep
143,05:39:30,1,Asleep
144,05:40:30,1,Asleep
145,05:41:30,1,Asleep
146,05:42:30,1,Asleep
147,05:43:30,1,Asleep
148,05:44:30,1,Asleep
149,05:45:30,1,Asleep
150,05:46:30,1,Asleep
151,05:47:30,1,Asleep
152,05:48:30,1,Asleep
153,05:49:30,1,Asleep
