,Time,State,Interpreted
0,02:31:30,1,Asleep
1,02:32:30,2,Awake
2,02:33:30,2,Awake
3,02:34:30,3,Very Awake
4,02:35:30,3,Very Awake
5,02:36:30,2,Awake
6,02:37:30,3,Very Awake
7,02:38:30,2,Awake
8,02:39:30,1,Asleep
9,02:40:30,1,Asleep
10,02:41:30,1,Asleep
11,02:42:30,1,Asleep
12,02:43:30,1,Asleep
13,02:44:30,1,Asleep
14,02:45:30,1,Asleep
15,02:46:30,1,Asleep
16,02:47:30,1,Asleep
17,02:48:30,1,Asleep
18,02:49:30,1,Asleep
19,02:50:30,1,Asleep
20,02:51:30,1,Asleep
21,02:52:30,1,Asleep
22,02:53:30,1,Asleep
23,02:54:30,1,Asleep
24,02:55:30,1,Asleep
25,02:56:30,1,Asleep
26,02:57:30,1,Asleep
27,02:58:30,1,Asleep
28,02:59:30,1,Asleep
29,03:00:30,1,Asleep
30,03:01:30,1,Asleep
31,03:02:30,1,Asleep
32,03:03:30,1,Asleep
33,03:04:30,1,Asleep
34,03:05:30,1,Asleep
35,03:06:30,1,Asleep
36,03:07:30,1,Asleep
37,03:08:30,1,Asleep
38,03:09:30,1,Asleep
39,03:10:30,1,Asleep
40,03:11:30,1,Asleep
41,03:12:30,1,Asleep
42,03:13:30,1,Asleep
43,03:14:30,1,Asleep
44,03:15:30,1,Asleep
45,03:16:30,1,Asleep
46,03:17:30,1,Asleep
47,03:18:30,1,Asleep
48,03:19:30,1,Asleep
49,03:20:30,1,Asleep
50,03:21:30,1,Asleep
51,03:22:30,1,Asleep
52,03:23:30,1,Asleep
53,03:24:30,1,Asleep
54,03:25:30,1,Asleep
55,03:26:30,1,Asleep
56,03:27:30,1,Asleep
57,03:28:30,1,Asleep
58,03:29:30,1,Asleep
59,03:30:30,1,Asleep
60,03:31:30,1,Asleep
61,03:32:30,1,Asleep
62,03:33:30,1,Asleep
63,03:34:30,1,Asleep
64,03:35:30,1,Asleep
65,03:36:30,1,Asleep
66,03:37:30,1,Asleep
67,03:38:30,1,Asleep
68,03:39:30,1,Asleep
69,03:40:30,1,Asleep
70,03:41:30,1,Asleep
71,03:42:30,1,Asleep
72,03:43:30,1,Asleep
73,03:44:30,1,Asleep
74,03:45:30,1,Asleep
75,03:46:30,1,Asleep
76,03:47:30,1,Asleep
77,03:48:30,1,Asleep
78,03:49:30,1,Asleep
79,03:50:30,1,Asleep
80,03:51:30,1,Asleep
81,03:52:30,1,Asleep
82,03:53:30,1,Asleep
83,03:54:30,1,Asleep
84,03:55:30,1,Asleep
85,03:56:30,1,Asleep
86,03:57:30,1,Asleep
87,03:58:30,1,Asleep
88,03:59:30,1,Asleep
89,04:00:30,1,Asleep
90,04:01:30,1,Asleep
91,04:02:30,1,Asleep
92,04:03:30,1,Asleep
93,04:04:30,1,Asleep
94,04:05:30,1,Asleep
95,04:06:30,1,Asleep
96,04:07:30,1,Asleep
97,04:08:30,1,Asleep
98,04:09:30,1,Asleep
99,04:10:30,1,Asleep
100,04:11:30,1,Asleep
101,04:12:30,1,Asleep
102,04:13:30,1,Asleep
103,04:14:30,1,Asleep
104,04:15:30,1,Asleep
105,04:16:30,1,Asleep
106,04:17:30,1,Asleep
107,04:18:30,1,Asleep
108,04:19:30,1,Asleep
109,04:20:30,1,Asleep
110,04:21:30,1,Asleep
111,04:22:30,1,Asleep
112,04:23:30,1,Asleep
113,04:24:30,1,Asleep
114,04:25:30,1,Asleep
115,04:26:30,1,Asleep
116,04:27:30,1,Asleep
117,04:28:30,1,Asleep
118,04:29:30,1,Asleep
119,04:30:30,1,Asleep
120,04:31:30,1,Asleep
121,04:32:30,1,Asleep
122,04:33:30,1,Asleep
123,04:34:30,1,Asleep
124,04:35:30,1,Asleep
125,04:36:30,1,Asleep
126,04:37:30,1,Asleep
127,04:38:30,1,Asleep
128,04:39:30,1,Asleep
129,04:40:30,1,Asleep
130,04:41:30,1,Asleep
131,04:42:30,1,Asleep
132,04:43:30,1,Asleep
133,04:44:30,1,Asleep
134,04:45:30,1,Asleep
135,04:46:30,1,Asleep
136,04:47:30,1,Asleep
137,04:48:30,1,Asleep
138,04:49:30,1,Asleep
139,04:50:30,1,Asleep
140,04:51:30,1,Asleep
141,04:52:30,1,Asleep
142,04:53:30,1,Asleep
143,04:54:30,1,Asleep
144,04:55:30,1,Asleep
145,04:56:30,1,Asleep
146,04:57:30,1,Asleep
147,04:58:30,1,Asleep
148,04:59:30,1,Asleep
149,05:00:30,1,Asleep
150,05:01:30,1,Asleep
151,05:02:30,1,Asleep
152,05:03:30,1,Asleep
153,05:04:30,1,Asleep
154,05:05:30,1,Asleep
155,05:06:30,1,Asleep
156,05:07:30,1,Asleep
157,05:08:30,1,Asleep
158,05:09:30,1,Asleep
159,05:10:30,1,Asleep
160,05:11:30,1,Asleep
161,05:12:30,1,Asleep
162,05:13:30,1,Asleep
163,05:14:30,1,Asleep
164,05:15:30,1,Asleep
