,Time,State,Interpreted
0,03:05:00,3,Very Awake
1,03:06:00,2,Awake
2,03:07:00,2,Awake
3,03:08:00,1,Asleep
4,03:09:00,1,Asleep
5,03:10:00,1,Asleep
6,03:11:00,1,Asleep
7,03:12:00,1,Asleep
8,03:13:00,1,Asleep
9,03:14:00,1,Asleep
10,03:15:00,1,Asleep
11,03:16:00,1,Asleep
12,03:17:00,1,Asleep
13,03:18:00,1,Asleep
14,03:19:00,1,Asleep
15,03:20:00,1,Asleep
16,03:21:00,1,Asleep
17,03:22:00,1,Asleep
18,03:23:00,1,Asleep
19,03:24:00,1,Asleep
20,03:25:00,1,Asleep
21,03:26:00,1,Asleep
22,03:27:00,1,Asleep
23,03:28:00,1,Asleep
24,03:29:00,1,Asleep
25,03:30:00,1,Asleep
26,03:31:00,1,Asleep
27,03:32:00,1,Asleep
28,03:33:00,1,Asleep
29,03:34:00,1,Asleep
30,03:35:00,1,Asleep
31,03:36:00,1,Asleep
32,03:37:00,1,Asleep
33,03:38:00,1,Asleep
34,03:39:00,1,Asleep
35,03:40:00,1,Asleep
36,03:41:00,1,Asleep
37,03:42:00,1,Asleep
38,03:43:00,1,Asleep
39,03:44:00,1,Asleep
40,03:45:00,1,Asleep
41,03:46:00,1,Asleep
42,03:47:00,1,Asleep
43,03:48:00,2,Awake
44,03:49:00,1,Asleep
45,03:50:00,1,Asleep
46,03:51:00,1,Asleep
47,03:52:00,1,Asleep
48,03:53:00,1,Asleep
49,03:54:00,1,Asleep
50,03:55:00,1,Asleep
51,03:56:00,1,Asleep
52,03:57:00,1,Asleep
53,03:58:00,1,Asleep
54,03:59:00,1,Asleep
55,04:00:00,1,Asleep
56,04:01:00,1,Asleep
57,04:02:00,1,Asleep
58,04:03:00,1,Asleep
59,04:04:00,1,Asleep
60,04:05:00,1,Asleep
61,04:06:00,1,Asleep
62,04:07:00,1,Asleep
63,04:08:00,1,Asleep
64,04:09:00,1,Asleep
65,04:10:00,1,Asleep
66,04:11:00,1,Asleep
67,04:12:00,1,Asleep
68,04:13:00,1,Asleep
69,04:14:00,1,Asleep
70,04:15:00,1,Asleep
71,04:16:00,1,Asleep
72,04:17:00,1,Asleep
73,04:18:00,1,Asleep
74,04:19:00,1,Asleep
75,04:20:00,1,Asleep
76,04:21:00,2,Awake
77,04:22:00,1,Asleep
78,04:23:00,1,Asleep
79,04:24:00,1,Asleep
80,04:25:00,1,Asleep
81,04:26:00,1,Asleep
82,04:27:00,1,Asleep
83,04:28:00,1,Asleep
84,04:29:00,1,Asleep
85,04:30:00,1,Asleep
86,04:31:00,1,Asleep
87,04:32:00,1,Asleep
88,04:33:00,1,Asleep
89,04:34:00,1,Asleep
90,04:35:00,1,Asleep
91,04:36:00,1,Asleep
92,04:37:00,1,Asleep
93,04:38:00,1,Asleep
94,04:39:00,1,Asleep
95,04:40:00,1,Asleep
96,04:41:00,1,Asleep
97,04:42:00,1,Asleep
98,04:43:00,1,Asleep
99,04:44:00,1,Asleep
100,04:45:00,1,Asleep
101,04:46:00,1,Asleep
102,04:47:00,1,Asleep
103,04:48:00,1,Asleep
104,04:49:00,1,Asleep
105,04:50:00,1,Asleep
106,04:51:00,1,Asleep
107,04:52:00,1,Asleep
108,04:53:00,1,Asleep
109,04:54:00,1,Asleep
110,04:55:00,1,Asleep
111,04:56:00,1,Asleep
112,04:57:00,1,Asleep
113,04:58:00,1,Asleep
114,04:59:00,1,Asleep
115,05:00:00,1,Asleep
116,05:01:00,1,Asleep
117,05:02:00,1,Asleep
118,05:03:00,1,Asleep
119,05:04:00,1,Asleep
120,05:05:00,1,Asleep
121,05:06:00,1,Asleep
122,05:07:00,1,Asleep
123,05:08:00,1,Asleep
124,05:09:00,1,Asleep
125,05:10:00,1,Asleep
126,05:11:00,1,Asleep
127,05:12:00,1,Asleep
128,05:13:00,1,Asleep
129,05:14:00,1,Asleep
130,05:15:00,1,Asleep
131,05:16:00,1,Asleep
132,05:17:00,1,Asleep
133,05:18:00,1,Asleep
134,05:19:00,1,Asleep
135,05:20:00,1,Asleep
136,05:21:00,1,Asleep
137,05:22:00,1,Asleep
138,05:23:00,1,Asleep
139,05:24:00,1,Asleep
140,05:25:00,1,Asleep
141,05:26:00,1,Asleep
142,05:27:00,1,Asleep
143,05:28:00,1,Asleep
144,05:29:00,1,Asleep
145,05:30:00,1,Asleep
146,05:31:00,2,Awake
147,05:32:00,2,Awake
148,05:33:00,2,Awake
149,05:34:00,3,Very Awake
150,05:35:00,1,Asleep
151,05:36:00,1,Asleep
152,05:37:00,1,Asleep
153,05:38:00,1,Asleep
154,05:39:00,1,Asleep
155,05:40:00,1,Asleep
156,05:41:00,1,Asleep
157,05:42:00,1,Asleep
158,05:43:00,1,Asleep
159,05:44:00,1,Asleep
160,05:45:00,1,Asleep
161,05:46:00,1,Asleep
162,05:47:00,1,Asleep
163,05:48:00,1,Asleep
164,05:49:00,1,Asleep
165,05:50:00,1,Asleep
166,05:51:00,1,Asleep
167,05:52:00,1,Asleep
168,05:53:00,1,Asleep
169,05:54:00,1,Asleep
170,05:55:00,1,Asleep
171,05:56:00,1,Asleep
172,05:57:00,1,Asleep
173,05:58:00,1,Asleep
174,05:59:00,1,Asleep
175,06:00:00,1,Asleep
176,06:01:00,1,Asleep
177,06:02:00,1,Asleep
178,06:03:00,1,Asleep
179,06:04:00,1,Asleep
180,06:05:00,1,Asleep
181,06:06:00,2,Awake
182,06:07:00,1,Asleep
183,06:08:00,1,Asleep
184,06:09:00,1,Asleep
185,06:10:00,1,Asleep
186,06:11:00,1,Asleep
187,06:12:00,1,Asleep
188,06:13:00,1,Asleep
189,06:14:00,1,Asleep
190,06:15:00,1,Asleep
191,06:16:00,1,Asleep
192,06:17:00,1,Asleep
193,06:18:00,2,Awake
194,06:19:00,2,Awake
195,06:20:00,2,Awake
196,06:21:00,1,Asleep
197,06:22:00,2,Awake
198,06:23:00,1,Asleep
199,06:24:00,2,Awake
200,06:25:00,1,Asleep
201,06:26:00,1,Asleep
202,06:27:00,1,Asleep
203,06:28:00,1,Asleep
204,06:29:00,1,Asleep
205,06:30:00,1,Asleep
206,06:31:00,1,Asleep
207,06:32:00,1,Asleep
208,06:33:00,1,Asleep
209,06:34:00,1,Asleep
210,06:35:00,1,Asleep
211,06:36:00,1,Asleep
212,06:37:00,1,Asleep
213,06:38:00,1,Asleep
214,06:39:00,1,Asleep
215,06:40:00,2,Awake
216,06:41:00,1,Asleep
217,06:42:00,1,Asleep
218,06:43:00,1,Asleep
219,06:44:00,1,Asleep
220,06:45:00,1,Asleep
221,06:46:00,1,Asleep
222,06:47:00,1,Asleep
223,06:48:00,2,Awake
224,06:49:00,1,Asleep
225,06:50:00,1,Asleep
226,06:51:00,1,Asleep
227,06:52:00,1,Asleep
228,06:53:00,1,Asleep
229,06:54:00,1,Asleep
230,06:55:00,1,Asleep
231,06:56:00,1,Asleep
232,06:57:00,1,Asleep
233,06:58:00,1,Asleep
234,06:59:00,1,Asleep
235,07:00:00,1,Asleep
236,07:01:00,1,Asleep
237,07:02:00,1,Asleep
238,07:03:00,1,Asleep
239,07:04:00,1,Asleep
240,07:05:00,1,Asleep
241,07:06:00,1,Asleep
242,07:07:00,1,Asleep
243,07:08:00,1,Asleep
244,07:09:00,1,Asleep
245,07:10:00,1,Asleep
246,07:11:00,1,Asleep
247,07:12:00,1,Asleep
248,07:13:00,1,Asleep
249,07:14:00,1,Asleep
250,07:15:00,1,Asleep
251,07:16:00,1,Asleep
252,07:17:00,1,Asleep
253,07:18:00,1,Asleep
254,07:19:00,1,Asleep
255,07:20:00,1,Asleep
256,07:21:00,1,Asleep
257,07:22:00,1,Asleep
258,07:23:00,1,Asleep
259,07:24:00,1,Asleep
260,07:25:00,1,Asleep
261,07:26:00,1,Asleep
262,07:27:00,1,Asleep
263,07:28:00,1,Asleep
264,07:29:00,1,Asleep
265,07:30:00,1,Asleep
266,07:31:00,1,Asleep
