,Time,State,Interpreted
0,00:47:30,3,Very Awake
1,00:48:30,2,Awake
2,00:49:30,2,Awake
3,00:50:30,1,Asleep
4,00:51:30,1,Asleep
5,00:52:30,1,Asleep
6,00:53:30,1,Asleep
7,00:54:30,1,Asleep
8,00:55:30,1,Asleep
9,00:56:30,1,Asleep
10,00:57:30,1,Asleep
11,00:58:30,1,Asleep
12,00:59:30,1,Asleep
13,01:00:30,1,Asleep
14,01:01:30,1,Asleep
15,01:02:30,1,Asleep
16,01:03:30,1,Asleep
17,01:04:30,1,Asleep
18,01:05:30,1,Asleep
19,01:06:30,1,Asleep
20,01:07:30,1,Asleep
21,01:08:30,1,Asleep
22,01:09:30,1,Asleep
23,01:10:30,1,Asleep
24,01:11:30,1,Asleep
25,01:12:30,1,Asleep
26,01:13:30,1,Asleep
27,01:14:30,1,Asleep
28,01:15:30,1,Asleep
29,01:16:30,1,Asleep
30,01:17:30,1,Asleep
31,01:18:30,1,Asleep
32,01:19:30,1,Asleep
33,01:20:30,1,Asleep
34,01:21:30,1,Asleep
35,01:22:30,1,Asleep
36,01:23:30,1,Asleep
37,01:24:30,1,Asleep
38,01:25:30,1,Asleep
39,01:26:30,1,Asleep
40,01:27:30,1,Asleep
41,01:28:30,1,Asleep
42,01:29:30,1,Asleep
43,01:30:30,1,Asleep
44,01:31:30,1,Asleep
45,01:32:30,1,Asleep
46,01:33:30,1,Asleep
47,01:34:30,1,Asleep
48,01:35:30,1,Asleep
49,01:36:30,1,Asleep
50,01:37:30,1,Asleep
51,01:38:30,1,Asleep
52,01:39:30,2,Awake
53,01:40:30,1,Asleep
54,01:41:30,1,Asleep
55,01:42:30,2,Awake
56,01:43:30,2,Awake
57,01:44:30,1,Asleep
58,01:45:30,1,Asleep
59,01:46:30,1,Asleep
60,01:47:30,1,Asleep
61,01:48:30,1,Asleep
62,01:49:30,1,Asleep
63,01:50:30,1,Asleep
64,01:51:30,1,Asleep
65,01:52:30,1,Asleep
66,01:53:30,1,Asleep
67,01:54:30,1,Asleep
68,01:55:30,1,Asleep
69,01:56:30,1,Asleep
70,01:57:30,1,Asleep
71,01:58:30,1,Asleep
72,01:59:30,1,Asleep
73,02:00:30,1,Asleep
74,02:01:30,1,Asleep
75,02:02:30,2,Awake
76,02:03:30,1,Asleep
77,02:04:30,1,Asleep
78,02:05:30,1,Asleep
79,02:06:30,1,Asleep
80,02:07:30,1,Asleep
81,02:08:30,1,Asleep
