,Time,State,Interpreted
0,03:25:00,1,Asleep
1,03:26:00,1,Asleep
2,03:27:00,1,Asleep
3,03:28:00,1,Asleep
4,03:29:00,1,Asleep
5,03:30:00,1,Asleep
6,03:31:00,1,Asleep
7,03:32:00,1,Asleep
8,03:33:00,1,Asleep
9,03:34:00,1,Asleep
10,03:35:00,1,Asleep
11,03:36:00,1,Asleep
12,03:37:00,1,Asleep
13,03:38:00,1,Asleep
14,03:39:00,1,Asleep
15,03:40:00,1,Asleep
16,03:41:00,1,Asleep
17,03:42:00,1,Asleep
18,03:43:00,1,Asleep
19,03:44:00,1,Asleep
20,03:45:00,1,Asleep
21,03:46:00,1,Asleep
22,03:47:00,1,Asleep
23,03:48:00,1,Asleep
24,03:49:00,1,Asleep
25,03:50:00,1,Asleep
26,03:51:00,1,Asleep
27,03:52:00,1,Asleep
28,03:53:00,1,Asleep
29,03:54:00,1,Asleep
30,03:55:00,1,Asleep
31,03:56:00,1,Asleep
32,03:57:00,1,Asleep
33,03:58:00,1,Asleep
34,03:59:00,1,Asleep
35,04:00:00,1,Asleep
36,04:01:00,1,Asleep
37,04:02:00,1,Asleep
38,04:03:00,1,Asleep
39,04:04:00,1,Asleep
40,04:05:00,1,Asleep
41,04:06:00,1,Asleep
42,04:07:00,1,Asleep
43,04:08:00,1,Asleep
44,04:09:00,1,Asleep
45,04:10:00,1,Asleep
46,04:11:00,1,Asleep
47,04:12:00,1,Asleep
48,04:13:00,1,Asleep
49,04:14:00,1,Asleep
50,04:15:00,1,Asleep
51,04:16:00,1,Asleep
52,04:17:00,1,Asleep
53,04:18:00,1,Asleep
54,04:19:00,1,Asleep
55,04:20:00,1,Asleep
56,04:21:00,1,Asleep
57,04:22:00,1,Asleep
58,04:23:00,1,Asleep
59,04:24:00,1,Asleep
60,04:25:00,1,Asleep
61,04:26:00,1,Asleep
62,04:27:00,1,Asleep
63,04:28:00,1,Asleep
64,04:29:00,1,Asleep
65,04:30:00,1,Asleep
66,04:31:00,1,Asleep
67,04:32:00,1,Asleep
68,04:33:00,1,Asleep
69,04:34:00,1,Asleep
70,04:35:00,1,Asleep
71,04:36:00,1,Asleep
72,04:37:00,1,Asleep
73,04:38:00,1,Asleep
74,04:39:00,1,Asleep
75,04:40:00,1,Asleep
76,04:41:00,1,Asleep
77,04:42:00,1,Asleep
78,04:43:00,1,Asleep
79,04:44:00,1,Asleep
80,04:45:00,1,Asleep
81,04:46:00,1,Asleep
82,04:47:00,1,Asleep
83,04:48:00,1,Asleep
84,04:49:00,1,Asleep
85,04:50:00,1,Asleep
86,04:51:00,1,Asleep
87,04:52:00,1,Asleep
88,04:53:00,1,Asleep
89,04:54:00,1,Asleep
90,04:55:00,1,Asleep
91,04:56:00,1,Asleep
92,04:57:00,1,Asleep
93,04:58:00,1,Asleep
94,04:59:00,1,Asleep
95,05:00:00,1,Asleep
96,05:01:00,1,Asleep
97,05:02:00,1,Asleep
98,05:03:00,1,Asleep
99,05:04:00,3,Very Awake
100,05:05:00,1,Asleep
101,05:06:00,1,Asleep
102,05:07:00,1,Asleep
103,05:08:00,1,Asleep
104,05:09:00,1,Asleep
105,05:10:00,1,Asleep
106,05:11:00,1,Asleep
107,05:12:00,1,Asleep
108,05:13:00,1,Asleep
109,05:14:00,1,Asleep
110,05:15:00,1,Asleep
111,05:16:00,1,Asleep
112,05:17:00,1,Asleep
113,05:18:00,1,Asleep
114,05:19:00,1,Asleep
115,05:20:00,1,Asleep
116,05:21:00,1,Asleep
117,05:22:00,1,Asleep
118,05:23:00,1,Asleep
119,05:24:00,1,Asleep
120,05:25:00,1,Asleep
121,05:26:00,1,Asleep
122,05:27:00,1,Asleep
123,05:28:00,1,Asleep
124,05:29:00,1,Asleep
125,05:30:00,1,Asleep
126,05:31:00,1,Asleep
127,05:32:00,1,Asleep
128,05:33:00,1,Asleep
129,05:34:00,1,Asleep
130,05:35:00,1,Asleep
131,05:36:00,1,Asleep
132,05:37:00,1,Asleep
133,05:38:00,1,Asleep
134,05:39:00,1,Asleep
135,05:40:00,1,Asleep
136,05:41:00,1,Asleep
137,05:42:00,1,Asleep
138,05:43:00,1,Asleep
139,05:44:00,1,Asleep
140,05:45:00,1,Asleep
141,05:46:00,1,Asleep
142,05:47:00,1,Asleep
143,05:48:00,1,Asleep
144,05:49:00,1,Asleep
145,05:50:00,1,Asleep
146,05:51:00,1,Asleep
147,05:52:00,1,Asleep
148,05:53:00,1,Asleep
149,05:54:00,1,Asleep
