,Time,State,Interpreted
0,03:28:00,2,Awake
1,03:29:00,2,Awake
2,03:30:00,2,Awake
3,03:31:00,2,Awake
4,03:32:00,1,Asleep
5,03:33:00,1,Asleep
6,03:34:00,1,Asleep
7,03:35:00,1,Asleep
8,03:36:00,1,Asleep
9,03:37:00,1,Asleep
10,03:38:00,1,Asleep
11,03:39:00,1,Asleep
12,03:40:00,1,Asleep
13,03:41:00,1,Asleep
14,03:42:00,1,Asleep
15,03:43:00,1,Asleep
16,03:44:00,1,Asleep
17,03:45:00,1,Asleep
18,03:46:00,1,Asleep
19,03:47:00,1,Asleep
20,03:48:00,1,Asleep
21,03:49:00,1,Asleep
22,03:50:00,1,Asleep
23,03:51:00,1,Asleep
24,03:52:00,1,Asleep
25,03:53:00,1,Asleep
26,03:54:00,1,Asleep
27,03:55:00,1,Asleep
28,03:56:00,1,Asleep
29,03:57:00,1,Asleep
30,03:58:00,1,Asleep
31,03:59:00,1,Asleep
32,04:00:00,1,Asleep
33,04:01:00,1,Asleep
34,04:02:00,1,Asleep
35,04:03:00,1,Asleep
36,04:04:00,1,Asleep
37,04:05:00,1,Asleep
38,04:06:00,1,Asleep
39,04:07:00,1,Asleep
40,04:08:00,1,Asleep
41,04:09:00,1,Asleep
42,04:10:00,1,Asleep
43,04:11:00,1,Asleep
44,04:12:00,1,Asleep
45,04:13:00,1,Asleep
46,04:14:00,1,Asleep
47,04:15:00,1,Asleep
48,04:16:00,1,Asleep
49,04:17:00,1,Asleep
50,04:18:00,1,Asleep
51,04:19:00,1,Asleep
52,04:20:00,1,Asleep
53,04:21:00,1,Asleep
54,04:22:00,1,Asleep
55,04:23:00,1,Asleep
56,04:24:00,1,Asleep
57,04:25:00,1,Asleep
58,04:26:00,1,Asleep
59,04:27:00,1,Asleep
60,04:28:00,1,Asleep
61,04:29:00,1,Asleep
62,04:30:00,1,Asleep
63,04:31:00,1,Asleep
64,04:32:00,1,Asleep
65,04:33:00,1,Asleep
66,04:34:00,1,Asleep
67,04:35:00,2,Awake
68,04:36:00,1,Asleep
69,04:37:00,1,Asleep
70,04:38:00,1,Asleep
71,04:39:00,1,Asleep
72,04:40:00,1,Asleep
73,04:41:00,1,Asleep
74,04:42:00,1,Asleep
75,04:43:00,1,Asleep
76,04:44:00,1,Asleep
77,04:45:00,1,Asleep
78,04:46:00,1,Asleep
79,04:47:00,1,Asleep
80,04:48:00,1,Asleep
81,04:49:00,1,Asleep
82,04:50:00,1,Asleep
83,04:51:00,1,Asleep
84,04:52:00,1,Asleep
85,04:53:00,1,Asleep
86,04:54:00,1,Asleep
87,04:55:00,1,Asleep
88,04:56:00,1,Asleep
89,04:57:00,1,Asleep
90,04:58:00,1,Asleep
91,04:59:00,1,Asleep
92,05:00:00,1,Asleep
93,05:01:00,1,Asleep
94,05:02:00,1,Asleep
95,05:03:00,1,Asleep
96,05:04:00,1,Asleep
97,05:05:00,1,Asleep
98,05:06:00,1,Asleep
99,05:07:00,1,Asleep
100,05:08:00,1,Asleep
101,05:09:00,1,Asleep
102,05:10:00,1,Asleep
103,05:11:00,1,Asleep
104,05:12:00,1,Asleep
105,05:13:00,1,Asleep
106,05:14:00,1,Asleep
107,05:15:00,1,Asleep
108,05:16:00,1,Asleep
109,05:17:00,1,Asleep
110,05:18:00,1,Asleep
111,05:19:00,1,Asleep
112,05:20:00,1,Asleep
113,05:21:00,1,Asleep
114,05:22:00,1,Asleep
115,05:23:00,1,Asleep
116,05:24:00,1,Asleep
117,05:25:00,1,Asleep
118,05:26:00,1,Asleep
119,05:27:00,1,Asleep
120,05:28:00,1,Asleep
121,05:29:00,1,Asleep
122,05:30:00,1,Asleep
123,05:31:00,1,Asleep
124,05:32:00,1,Asleep
125,05:33:00,1,Asleep
126,05:34:00,1,Asleep
127,05:35:00,1,Asleep
128,05:36:00,1,Asleep
129,05:37:00,1,Asleep
130,05:38:00,1,Asleep
131,05:39:00,1,Asleep
132,05:40:00,1,Asleep
133,05:41:00,1,Asleep
134,05:42:00,1,Asleep
135,05:43:00,1,Asleep
136,05:44:00,1,Asleep
137,05:45:00,1,Asleep
138,05:46:00,1,Asleep
139,05:47:00,1,Asleep
140,05:48:00,1,Asleep
141,05:49:00,1,Asleep
142,05:50:00,1,Asleep
143,05:51:00,1,Asleep
144,05:52:00,1,Asleep
145,05:53:00,1,Asleep
146,05:54:00,1,Asleep
147,05:55:00,1,Asleep
148,05:56:00,1,Asleep
149,05:57:00,1,Asleep
150,05:58:00,1,Asleep
151,05:59:00,1,Asleep
152,06:00:00,1,Asleep
153,06:01:00,1,Asleep
154,06:02:00,1,Asleep
155,06:03:00,1,Asleep
156,06:04:00,1,Asleep
157,06:05:00,1,Asleep
158,06:06:00,1,Asleep
159,06:07:00,1,Asleep
160,06:08:00,1,Asleep
161,06:09:00,1,Asleep
162,06:10:00,1,Asleep
163,06:11:00,1,Asleep
164,06:12:00,2,Awake
165,06:13:00,1,Asleep
166,06:14:00,1,Asleep
167,06:15:00,1,Asleep
168,06:16:00,1,Asleep
169,06:17:00,1,Asleep
170,06:18:00,1,Asleep
171,06:19:00,1,Asleep
172,06:20:00,1,Asleep
173,06:21:00,1,Asleep
174,06:22:00,1,Asleep
175,06:23:00,1,Asleep
176,06:24:00,1,Asleep
177,06:25:00,1,Asleep
178,06:26:00,1,Asleep
179,06:27:00,1,Asleep
180,06:28:00,1,Asleep
181,06:29:00,1,Asleep
182,06:30:00,1,Asleep
183,06:31:00,1,Asleep
184,06:32:00,1,Asleep
185,06:33:00,1,Asleep
186,06:34:00,1,Asleep
187,06:35:00,1,Asleep
188,06:36:00,1,Asleep
189,06:37:00,1,Asleep
190,06:38:00,1,Asleep
191,06:39:00,1,Asleep
192,06:40:00,1,Asleep
193,06:41:00,1,Asleep
194,06:42:00,1,Asleep
195,06:43:00,1,Asleep
196,06:44:00,1,Asleep
197,06:45:00,1,Asleep
198,06:46:00,1,Asleep
199,06:47:00,1,Asleep
200,06:48:00,1,Asleep
201,06:49:00,1,Asleep
202,06:50:00,1,Asleep
203,06:51:00,1,Asleep
204,06:52:00,1,Asleep
205,06:53:00,1,Asleep
206,06:54:00,1,Asleep
207,06:55:00,1,Asleep
208,06:56:00,1,Asleep
209,06:57:00,1,Asleep
210,06:58:00,1,Asleep
211,06:59:00,1,Asleep
212,07:00:00,1,Asleep
213,07:01:00,1,Asleep
214,07:02:00,1,Asleep
215,07:03:00,1,Asleep
216,07:04:00,1,Asleep
217,07:05:00,1,Asleep
218,07:06:00,1,Asleep
219,07:07:00,1,Asleep
220,07:08:00,1,Asleep
221,07:09:00,1,Asleep
222,07:10:00,1,Asleep
223,07:11:00,1,Asleep
224,07:12:00,1,Asleep
225,07:13:00,1,Asleep
226,07:14:00,1,Asleep
227,07:15:00,1,Asleep
228,07:16:00,1,Asleep
229,07:17:00,1,Asleep
230,07:18:00,1,Asleep
231,07:19:00,1,Asleep
232,07:20:00,1,Asleep
