,Time,State,Interpreted
0,02:27:00,3,Very Awake
1,02:28:00,3,Very Awake
2,02:29:00,2,Awake
3,02:30:00,1,Asleep
4,02:31:00,1,Asleep
5,02:32:00,1,Asleep
6,02:33:00,1,Asleep
7,02:34:00,1,Asleep
8,02:35:00,1,Asleep
9,02:36:00,1,Asleep
10,02:37:00,1,Asleep
11,02:38:00,1,Asleep
12,02:39:00,1,Asleep
13,02:40:00,1,Asleep
14,02:41:00,1,Asleep
15,02:42:00,1,Asleep
16,02:43:00,1,Asleep
17,02:44:00,1,Asleep
18,02:45:00,1,Asleep
19,02:46:00,1,Asleep
20,02:47:00,1,Asleep
21,02:48:00,1,Asleep
22,02:49:00,1,Asleep
23,02:50:00,1,Asleep
24,02:51:00,1,Asleep
25,02:52:00,1,Asleep
26,02:53:00,1,Asleep
27,02:54:00,1,Asleep
28,02:55:00,1,Asleep
29,02:56:00,1,Asleep
30,02:57:00,1,Asleep
31,02:58:00,1,Asleep
32,02:59:00,1,Asleep
33,03:00:00,1,Asleep
34,03:01:00,1,Asleep
35,03:02:00,1,Asleep
36,03:03:00,1,Asleep
37,03:04:00,1,Asleep
38,03:05:00,1,Asleep
39,03:06:00,1,Asleep
40,03:07:00,1,Asleep
41,03:08:00,1,Asleep
42,03:09:00,1,Asleep
43,03:10:00,1,Asleep
44,03:11:00,1,Asleep
45,03:12:00,1,Asleep
46,03:13:00,1,Asleep
47,03:14:00,1,Asleep
48,03:15:00,1,Asleep
49,03:16:00,1,Asleep
50,03:17:00,2,Awake
51,03:18:00,1,Asleep
52,03:19:00,1,Asleep
53,03:20:00,1,Asleep
54,03:21:00,1,Asleep
55,03:22:00,1,Asleep
56,03:23:00,1,Asleep
57,03:24:00,1,Asleep
58,03:25:00,1,Asleep
59,03:26:00,1,Asleep
60,03:27:00,1,Asleep
61,03:28:00,1,Asleep
62,03:29:00,2,Awake
63,03:30:00,1,Asleep
64,03:31:00,1,Asleep
65,03:32:00,1,Asleep
66,03:33:00,1,Asleep
67,03:34:00,1,Asleep
68,03:35:00,1,Asleep
69,03:36:00,2,Awake
70,03:37:00,2,Awake
71,03:38:00,1,Asleep
72,03:39:00,1,Asleep
73,03:40:00,1,Asleep
74,03:41:00,1,Asleep
75,03:42:00,1,Asleep
76,03:43:00,1,Asleep
77,03:44:00,1,Asleep
78,03:45:00,1,Asleep
79,03:46:00,1,Asleep
